Iteration	Avg_Total_Reward	Avg_Reward_User_0	Avg_Reward_User_1	Avg_Reward_User_2	Avg_Reward_User_3	Avg_Reward_User_4	Avg_Reward_User_5	Packet_Loss_Ratio_User_0	Packet_Loss_Ratio_User_1	Packet_Loss_Ratio_User_2	Packet_Loss_Ratio_User_3	Packet_Loss_Ratio_User_4	Packet_Loss_Ratio_User_5	Avg_Loss_User_0	Avg_Loss_User_1	Avg_Loss_User_2	Avg_Loss_User_3	Avg_Loss_User_4	Avg_Loss_User_5	Count_Change
392000	1.7667	0.2341	0.4522	0.2274	0.2516	0.2398	0.3617	0.9255	0.8558	0.9272	0.9177	0.9247	0.8821	0.463092	0.476301	0.474034	0.467445	0.461527	0.459305	306
393000	1.7666	0.2339	0.4521	0.2272	0.2515	0.2398	0.3621	0.9255	0.8558	0.9273	0.9177	0.9247	0.8819	0.463133	0.476367	0.474036	0.467498	0.461569	0.459331	321
394000	1.7666	0.2336	0.4522	0.2270	0.2514	0.2398	0.3626	0.9257	0.8558	0.9273	0.9177	0.9247	0.8817	0.463152	0.476404	0.474006	0.467523	0.461590	0.459341	374
395000	1.7666	0.2333	0.4524	0.2269	0.2513	0.2397	0.3630	0.9258	0.8557	0.9274	0.9178	0.9247	0.8816	0.463177	0.476447	0.474037	0.467552	0.461618	0.459352	317
396000	1.7664	0.2330	0.4529	0.2267	0.2511	0.2396	0.3631	0.9258	0.8555	0.9275	0.9178	0.9248	0.8816	0.463243	0.476534	0.474058	0.467548	0.461701	0.459369	369
397000	1.7664	0.2328	0.4534	0.2265	0.2509	0.2395	0.3632	0.9259	0.8554	0.9276	0.9179	0.9248	0.8815	0.463286	0.476592	0.474048	0.467536	0.461762	0.459379	367
398000	1.7663	0.2325	0.4539	0.2264	0.2507	0.2394	0.3634	0.9260	0.8553	0.9277	0.9180	0.9248	0.8815	0.463324	0.476647	0.474035	0.467517	0.461816	0.459383	335
399000	1.7662	0.2323	0.4542	0.2262	0.2506	0.2394	0.3636	0.9260	0.8553	0.9278	0.9180	0.9248	0.8814	0.463373	0.476713	0.474029	0.467504	0.461878	0.459395	326
400000	1.7660	0.2320	0.4544	0.2260	0.2504	0.2393	0.3637	0.9261	0.8553	0.9280	0.9180	0.9248	0.8814	0.463421	0.476774	0.474021	0.467497	0.461942	0.459409	335
401000	1.7658	0.2317	0.4548	0.2258	0.2502	0.2392	0.3640	0.9262	0.8551	0.9281	0.9181	0.9249	0.8812	0.463496	0.476867	0.474060	0.467493	0.461960	0.459405	396
402000	1.7658	0.2315	0.4555	0.2257	0.2500	0.2390	0.3642	0.9263	0.8549	0.9281	0.9182	0.9250	0.8812	0.463570	0.476949	0.474097	0.467484	0.461971	0.459397	385
403000	1.7657	0.2312	0.4561	0.2256	0.2498	0.2388	0.3642	0.9264	0.8547	0.9281	0.9182	0.9250	0.8812	0.463622	0.477003	0.474117	0.467450	0.461960	0.459373	381
404000	1.7656	0.2309	0.4568	0.2254	0.2497	0.2386	0.3641	0.9265	0.8545	0.9282	0.9183	0.9251	0.8812	0.463742	0.477067	0.474146	0.467434	0.461973	0.459354	336
405000	1.7654	0.2307	0.4574	0.2252	0.2495	0.2384	0.3642	0.9266	0.8544	0.9283	0.9183	0.9251	0.8811	0.463863	0.477116	0.474156	0.467407	0.461960	0.459323	339
406000	1.7653	0.2304	0.4579	0.2251	0.2492	0.2381	0.3646	0.9267	0.8542	0.9283	0.9184	0.9252	0.8810	0.463958	0.477188	0.474138	0.467403	0.461946	0.459340	358
407000	1.7654	0.2302	0.4584	0.2250	0.2490	0.2379	0.3649	0.9268	0.8541	0.9284	0.9185	0.9253	0.8809	0.464034	0.477248	0.474109	0.467378	0.461922	0.459346	374
408000	1.7653	0.2299	0.4588	0.2249	0.2488	0.2377	0.3652	0.9269	0.8540	0.9284	0.9186	0.9253	0.8808	0.464117	0.477315	0.474089	0.467368	0.461904	0.459363	374
409000	1.7653	0.2296	0.4592	0.2248	0.2485	0.2374	0.3656	0.9270	0.8538	0.9284	0.9186	0.9254	0.8807	0.464204	0.477375	0.474081	0.467361	0.461881	0.459378	433
410000	1.7652	0.2293	0.4597	0.2246	0.2483	0.2372	0.3661	0.9271	0.8537	0.9285	0.9187	0.9255	0.8806	0.464290	0.477431	0.474061	0.467357	0.461855	0.459395	413
411000	1.7653	0.2290	0.4601	0.2244	0.2481	0.2370	0.3666	0.9272	0.8536	0.9285	0.9187	0.9255	0.8805	0.464383	0.477561	0.474059	0.467340	0.461851	0.459412	396
412000	1.7651	0.2287	0.4603	0.2242	0.2480	0.2368	0.3669	0.9273	0.8535	0.9286	0.9188	0.9256	0.8806	0.464448	0.477669	0.474047	0.467315	0.461833	0.459413	403
413000	1.7651	0.2284	0.4607	0.2240	0.2479	0.2367	0.3674	0.9274	0.8534	0.9287	0.9188	0.9256	0.8805	0.464514	0.477777	0.474036	0.467288	0.461806	0.459416	414
414000	1.7650	0.2282	0.4610	0.2238	0.2478	0.2365	0.3678	0.9275	0.8534	0.9287	0.9189	0.9256	0.8804	0.464574	0.477885	0.474032	0.467267	0.461775	0.459421	415
415000	1.7650	0.2280	0.4613	0.2237	0.2477	0.2364	0.3680	0.9275	0.8534	0.9288	0.9189	0.9257	0.8804	0.464563	0.477994	0.474032	0.467245	0.461744	0.459431	378
416000	1.7650	0.2279	0.4616	0.2235	0.2476	0.2363	0.3682	0.9275	0.8533	0.9288	0.9189	0.9257	0.8804	0.464627	0.478086	0.474034	0.467322	0.461744	0.459445	368
417000	1.7651	0.2279	0.4621	0.2233	0.2475	0.2360	0.3684	0.9276	0.8532	0.9289	0.9190	0.9258	0.8803	0.464659	0.478151	0.474021	0.467381	0.461728	0.459436	371
418000	1.7651	0.2279	0.4623	0.2232	0.2474	0.2357	0.3687	0.9276	0.8532	0.9289	0.9190	0.9259	0.8802	0.464695	0.478223	0.474014	0.467461	0.461713	0.459435	336
419000	1.7650	0.2278	0.4626	0.2230	0.2473	0.2355	0.3688	0.9277	0.8531	0.9289	0.9191	0.9260	0.8801	0.464721	0.478284	0.474001	0.467556	0.461691	0.459422	347
420000	1.7651	0.2278	0.4629	0.2229	0.2472	0.2352	0.3690	0.9277	0.8530	0.9289	0.9191	0.9261	0.8801	0.464755	0.478352	0.473991	0.467651	0.461678	0.459415	339
421000	1.7650	0.2278	0.4632	0.2229	0.2472	0.2349	0.3690	0.9277	0.8530	0.9290	0.9192	0.9261	0.8801	0.464825	0.478457	0.474031	0.467734	0.461670	0.459452	315
422000	1.7650	0.2279	0.4634	0.2228	0.2470	0.2348	0.3690	0.9277	0.8529	0.9290	0.9192	0.9261	0.8801	0.464871	0.478558	0.474064	0.467797	0.461626	0.459469	322
423000	1.7649	0.2279	0.4637	0.2227	0.2469	0.2348	0.3689	0.9277	0.8529	0.9290	0.9193	0.9261	0.8802	0.464908	0.478651	0.474088	0.467846	0.461571	0.459498	342
424000	1.7648	0.2279	0.4639	0.2226	0.2468	0.2347	0.3689	0.9277	0.8528	0.9290	0.9194	0.9261	0.8802	0.464949	0.478757	0.474132	0.467912	0.461532	0.459530	295
425000	1.7648	0.2280	0.4641	0.2225	0.2467	0.2347	0.3689	0.9276	0.8529	0.9291	0.9195	0.9261	0.8802	0.464984	0.478857	0.474160	0.467976	0.461480	0.459568	295
426000	1.7647	0.2280	0.4643	0.2224	0.2466	0.2346	0.3689	0.9276	0.8528	0.9291	0.9195	0.9262	0.8803	0.465091	0.478949	0.474156	0.468035	0.461560	0.459578	365
427000	1.7648	0.2280	0.4648	0.2222	0.2466	0.2344	0.3688	0.9277	0.8527	0.9292	0.9195	0.9262	0.8803	0.465168	0.479028	0.474134	0.468084	0.461630	0.459571	406
428000	1.7647	0.2280	0.4650	0.2221	0.2466	0.2343	0.3687	0.9277	0.8526	0.9292	0.9195	0.9262	0.8803	0.465249	0.479120	0.474135	0.468142	0.461713	0.459574	344
429000	1.7647	0.2280	0.4654	0.2220	0.2466	0.2342	0.3685	0.9278	0.8526	0.9292	0.9195	0.9262	0.8804	0.465322	0.479201	0.474124	0.468193	0.461785	0.459568	313
430000	1.7645	0.2280	0.4657	0.2219	0.2466	0.2341	0.3683	0.9279	0.8525	0.9292	0.9195	0.9263	0.8804	0.465391	0.479290	0.474119	0.468248	0.461865	0.459572	341
431000	1.7645	0.2280	0.4661	0.2219	0.2465	0.2339	0.3681	0.9279	0.8524	0.9292	0.9195	0.9263	0.8805	0.465554	0.479418	0.474175	0.468339	0.461967	0.459651	346
432000	1.7645	0.2281	0.4663	0.2218	0.2464	0.2337	0.3681	0.9279	0.8524	0.9293	0.9195	0.9264	0.8806	0.465689	0.479540	0.474218	0.468423	0.462064	0.459709	325
433000	1.7644	0.2281	0.4665	0.2217	0.2463	0.2336	0.3681	0.9279	0.8524	0.9293	0.9196	0.9264	0.8806	0.465820	0.479658	0.474263	0.468505	0.462157	0.459764	348
434000	1.7642	0.2281	0.4667	0.2216	0.2462	0.2335	0.3682	0.9279	0.8523	0.9293	0.9196	0.9264	0.8807	0.465938	0.479768	0.474302	0.468576	0.462242	0.459812	342
435000	1.7640	0.2280	0.4670	0.2215	0.2461	0.2333	0.3681	0.9279	0.8523	0.9293	0.9197	0.9265	0.8807	0.466044	0.479864	0.474326	0.468657	0.462318	0.459851	337
436000	1.7640	0.2280	0.4673	0.2214	0.2459	0.2332	0.3681	0.9280	0.8522	0.9294	0.9198	0.9265	0.8807	0.466087	0.479966	0.474343	0.468770	0.462401	0.459900	393
437000	1.7637	0.2280	0.4675	0.2213	0.2457	0.2329	0.3682	0.9280	0.8522	0.9294	0.9199	0.9266	0.8807	0.466111	0.480063	0.474363	0.468843	0.462478	0.459934	379
438000	1.7635	0.2280	0.4678	0.2212	0.2454	0.2328	0.3684	0.9281	0.8522	0.9294	0.9200	0.9266	0.8807	0.466141	0.480172	0.474392	0.468904	0.462574	0.459970	365
439000	1.7636	0.2279	0.4681	0.2212	0.2450	0.2327	0.3686	0.9282	0.8520	0.9294	0.9202	0.9266	0.8806	0.466158	0.480273	0.474417	0.468962	0.462662	0.460002	391
440000	1.7636	0.2278	0.4684	0.2212	0.2448	0.2327	0.3688	0.9282	0.8520	0.9294	0.9202	0.9266	0.8806	0.466173	0.480363	0.474464	0.469002	0.462748	0.460028	348
441000	1.7636	0.2278	0.4686	0.2212	0.2446	0.2325	0.3688	0.9282	0.8520	0.9294	0.9203	0.9267	0.8806	0.466166	0.480515	0.474489	0.469009	0.462838	0.460064	345
442000	1.7636	0.2279	0.4687	0.2211	0.2445	0.2324	0.3690	0.9282	0.8520	0.9295	0.9203	0.9267	0.8805	0.466132	0.480655	0.474494	0.468972	0.462915	0.460082	335
443000	1.7636	0.2280	0.4689	0.2211	0.2443	0.2322	0.3691	0.9283	0.8520	0.9294	0.9203	0.9268	0.8805	0.466103	0.480805	0.474507	0.468942	0.463000	0.460106	315
444000	1.7636	0.2279	0.4691	0.2212	0.2442	0.2321	0.3692	0.9283	0.8519	0.9294	0.9204	0.9268	0.8804	0.466075	0.480950	0.474520	0.468910	0.463077	0.460129	368
445000	1.7638	0.2278	0.4694	0.2212	0.2442	0.2319	0.3693	0.9283	0.8519	0.9294	0.9204	0.9269	0.8804	0.466032	0.481086	0.474525	0.468870	0.463151	0.460148	345
446000	1.7639	0.2280	0.4697	0.2211	0.2441	0.2318	0.3692	0.9281	0.8519	0.9295	0.9204	0.9269	0.8805	0.466111	0.481156	0.474547	0.468924	0.463207	0.460181	350
447000	1.7638	0.2285	0.4695	0.2210	0.2440	0.2316	0.3691	0.9280	0.8520	0.9295	0.9204	0.9269	0.8805	0.466170	0.481220	0.474580	0.468969	0.463248	0.460195	317
448000	1.7637	0.2287	0.4697	0.2210	0.2439	0.2315	0.3689	0.9280	0.8519	0.9295	0.9205	0.9270	0.8805	0.466168	0.481282	0.474603	0.469018	0.463295	0.460207	327
449000	1.7637	0.2287	0.4700	0.2210	0.2438	0.2314	0.3688	0.9280	0.8518	0.9296	0.9205	0.9270	0.8805	0.466162	0.481337	0.474630	0.469055	0.463327	0.460211	349
450000	1.7637	0.2287	0.4703	0.2209	0.2437	0.2313	0.3688	0.9280	0.8518	0.9296	0.9206	0.9271	0.8805	0.466169	0.481404	0.474659	0.469105	0.463368	0.460226	357
451000	1.7638	0.2289	0.4705	0.2209	0.2435	0.2311	0.3687	0.9278	0.8518	0.9296	0.9206	0.9271	0.8806	0.466155	0.481525	0.474716	0.469128	0.463434	0.460286	322
452000	1.7638	0.2293	0.4705	0.2209	0.2433	0.2310	0.3687	0.9277	0.8518	0.9296	0.9207	0.9272	0.8805	0.466096	0.481648	0.474771	0.469148	0.463522	0.460329	321
453000	1.7637	0.2296	0.4705	0.2208	0.2432	0.2309	0.3687	0.9276	0.8518	0.9296	0.9208	0.9272	0.8805	0.466020	0.481752	0.474815	0.469155	0.463582	0.460358	290
454000	1.7639	0.2298	0.4707	0.2208	0.2430	0.2309	0.3687	0.9276	0.8517	0.9296	0.9208	0.9272	0.8805	0.465952	0.481858	0.474863	0.469167	0.463642	0.460398	329
455000	1.7641	0.2299	0.4710	0.2208	0.2429	0.2308	0.3686	0.9275	0.8517	0.9296	0.9208	0.9272	0.8806	0.465885	0.481974	0.474925	0.469190	0.463713	0.460439	342
456000	1.7642	0.2302	0.4711	0.2208	0.2428	0.2306	0.3686	0.9274	0.8517	0.9296	0.9208	0.9273	0.8806	0.465863	0.482092	0.474965	0.469207	0.463825	0.460488	284
457000	1.7642	0.2306	0.4710	0.2207	0.2428	0.2305	0.3685	0.9273	0.8518	0.9297	0.9209	0.9273	0.8806	0.465811	0.482188	0.474970	0.469202	0.463920	0.460534	248
458000	1.7640	0.2310	0.4708	0.2207	0.2427	0.2304	0.3685	0.9273	0.8518	0.9297	0.9209	0.9274	0.8807	0.465746	0.482280	0.474965	0.469194	0.464026	0.460586	252
459000	1.7639	0.2312	0.4708	0.2206	0.2426	0.2302	0.3684	0.9272	0.8519	0.9297	0.9209	0.9274	0.8807	0.465681	0.482368	0.474980	0.469188	0.464126	0.460599	268
460000	1.7639	0.2316	0.4708	0.2207	0.2425	0.2302	0.3682	0.9271	0.8519	0.9297	0.9210	0.9274	0.8808	0.465607	0.482442	0.474986	0.469177	0.464228	0.460605	239
461000	1.7639	0.2319	0.4708	0.2207	0.2423	0.2301	0.3681	0.9270	0.8519	0.9296	0.9210	0.9275	0.8808	0.465530	0.482540	0.474993	0.469173	0.464301	0.460596	270
462000	1.7639	0.2322	0.4708	0.2207	0.2422	0.2300	0.3681	0.9270	0.8519	0.9297	0.9210	0.9275	0.8808	0.465429	0.482643	0.475004	0.469165	0.464375	0.460588	290
463000	1.7640	0.2324	0.4709	0.2206	0.2421	0.2299	0.3681	0.9270	0.8519	0.9297	0.9210	0.9276	0.8808	0.465322	0.482740	0.475012	0.469149	0.464443	0.460571	283
464000	1.7639	0.2325	0.4708	0.2206	0.2421	0.2298	0.3682	0.9270	0.8519	0.9297	0.9210	0.9276	0.8807	0.465210	0.482831	0.475015	0.469128	0.464503	0.460552	288
465000	1.7639	0.2325	0.4709	0.2205	0.2422	0.2297	0.3681	0.9270	0.8519	0.9297	0.9210	0.9276	0.8808	0.465100	0.482922	0.475018	0.469105	0.464569	0.460537	274
466000	1.7639	0.2328	0.4708	0.2205	0.2421	0.2297	0.3681	0.9270	0.8520	0.9297	0.9211	0.9276	0.8808	0.465095	0.483021	0.475041	0.469136	0.464663	0.460566	258
467000	1.7637	0.2333	0.4705	0.2205	0.2419	0.2296	0.3679	0.9269	0.8520	0.9297	0.9212	0.9276	0.8809	0.465042	0.483102	0.475053	0.469219	0.464746	0.460578	206
468000	1.7636	0.2335	0.4705	0.2206	0.2418	0.2296	0.3677	0.9269	0.8520	0.9296	0.9212	0.9277	0.8809	0.464981	0.483184	0.475066	0.469251	0.464820	0.460591	255
469000	1.7635	0.2337	0.4704	0.2206	0.2417	0.2295	0.3676	0.9269	0.8521	0.9296	0.9213	0.9277	0.8809	0.464921	0.483264	0.475079	0.469347	0.464899	0.460606	236
470000	1.7635	0.2339	0.4704	0.2206	0.2415	0.2296	0.3674	0.9268	0.8521	0.9296	0.9214	0.9277	0.8810	0.464855	0.483328	0.475080	0.469424	0.464966	0.460608	214
471000	1.7634	0.2342	0.4704	0.2207	0.2413	0.2295	0.3673	0.9268	0.8520	0.9296	0.9214	0.9277	0.8810	0.464870	0.483429	0.475100	0.469467	0.464997	0.460621	272
472000	1.7634	0.2345	0.4705	0.2207	0.2412	0.2295	0.3671	0.9268	0.8520	0.9296	0.9215	0.9277	0.8811	0.464855	0.483507	0.475091	0.469490	0.465004	0.460612	286
473000	1.7634	0.2347	0.4705	0.2207	0.2411	0.2296	0.3669	0.9268	0.8520	0.9296	0.9215	0.9276	0.8812	0.464832	0.483569	0.475075	0.469500	0.465008	0.460598	278
474000	1.7633	0.2348	0.4706	0.2206	0.2410	0.2296	0.3667	0.9268	0.8520	0.9297	0.9215	0.9276	0.8812	0.464818	0.483642	0.475065	0.469518	0.465021	0.460588	291
475000	1.7632	0.2348	0.4707	0.2205	0.2409	0.2297	0.3665	0.9268	0.8520	0.9297	0.9216	0.9275	0.8812	0.464798	0.483701	0.475042	0.469526	0.465029	0.460577	329
476000	1.7631	0.2351	0.4706	0.2204	0.2409	0.2298	0.3663	0.9268	0.8520	0.9297	0.9216	0.9276	0.8813	0.464827	0.483828	0.475060	0.469573	0.465064	0.460584	277
477000	1.7631	0.2355	0.4706	0.2203	0.2409	0.2297	0.3661	0.9267	0.8520	0.9297	0.9215	0.9276	0.8814	0.464808	0.483949	0.475062	0.469597	0.465092	0.460582	297
478000	1.7631	0.2358	0.4706	0.2203	0.2409	0.2296	0.3659	0.9266	0.8520	0.9297	0.9215	0.9276	0.8814	0.464785	0.484073	0.475062	0.469635	0.465128	0.460588	341
479000	1.7631	0.2361	0.4706	0.2202	0.2409	0.2295	0.3657	0.9266	0.8520	0.9298	0.9215	0.9276	0.8815	0.464754	0.484188	0.475077	0.469675	0.465157	0.460588	302
480000	1.7632	0.2363	0.4707	0.2202	0.2410	0.2294	0.3655	0.9265	0.8520	0.9298	0.9215	0.9276	0.8816	0.464732	0.484313	0.475087	0.469723	0.465197	0.460595	355
481000	1.7632	0.2366	0.4709	0.2202	0.2410	0.2293	0.3653	0.9265	0.8519	0.9298	0.9215	0.9277	0.8816	0.464747	0.484408	0.475065	0.469802	0.465205	0.460614	304
482000	1.7632	0.2368	0.4711	0.2202	0.2410	0.2291	0.3651	0.9265	0.8518	0.9298	0.9215	0.9277	0.8817	0.464733	0.484498	0.475039	0.469861	0.465209	0.460626	319
483000	1.7632	0.2369	0.4712	0.2202	0.2410	0.2291	0.3649	0.9265	0.8518	0.9298	0.9215	0.9277	0.8818	0.464707	0.484573	0.474997	0.469900	0.465199	0.460626	270
484000	1.7632	0.2370	0.4713	0.2201	0.2410	0.2291	0.3647	0.9265	0.8518	0.9298	0.9215	0.9277	0.8818	0.464683	0.484651	0.474967	0.469944	0.465197	0.460630	322
485000	1.7631	0.2371	0.4716	0.2200	0.2409	0.2290	0.3645	0.9265	0.8517	0.9298	0.9215	0.9277	0.8819	0.464661	0.484733	0.474939	0.469994	0.465199	0.460639	300
486000	1.7630	0.2374	0.4717	0.2200	0.2409	0.2288	0.3642	0.9265	0.8518	0.9299	0.9216	0.9278	0.8820	0.464660	0.484861	0.474992	0.470009	0.465208	0.460667	317
487000	1.7628	0.2378	0.4717	0.2199	0.2407	0.2286	0.3640	0.9265	0.8517	0.9299	0.9216	0.9279	0.8820	0.464614	0.484969	0.475018	0.470007	0.465207	0.460680	326
488000	1.7628	0.2380	0.4718	0.2199	0.2406	0.2284	0.3639	0.9264	0.8517	0.9299	0.9216	0.9279	0.8821	0.464569	0.485083	0.475046	0.470007	0.465210	0.460694	328
489000	1.7627	0.2383	0.4720	0.2199	0.2405	0.2282	0.3637	0.9264	0.8516	0.9299	0.9217	0.9280	0.8821	0.464525	0.485201	0.475080	0.470011	0.465215	0.460715	347
490000	1.7627	0.2386	0.4722	0.2199	0.2404	0.2281	0.3635	0.9263	0.8516	0.9299	0.9217	0.9280	0.8822	0.464481	0.485320	0.475114	0.470011	0.465224	0.460731	342
491000	1.7627	0.2390	0.4725	0.2198	0.2403	0.2279	0.3631	0.9262	0.8515	0.9299	0.9217	0.9281	0.8823	0.464525	0.485442	0.475207	0.470033	0.465250	0.460757	346
492000	1.7626	0.2392	0.4727	0.2198	0.2402	0.2278	0.3629	0.9263	0.8514	0.9299	0.9218	0.9281	0.8825	0.464517	0.485545	0.475280	0.470048	0.465244	0.460760	291
493000	1.7624	0.2394	0.4728	0.2197	0.2401	0.2278	0.3626	0.9262	0.8514	0.9299	0.9218	0.9281	0.8826	0.464510	0.485660	0.475366	0.470075	0.465248	0.460774	279
494000	1.7623	0.2396	0.4730	0.2197	0.2401	0.2278	0.3622	0.9262	0.8514	0.9299	0.9218	0.9281	0.8828	0.464491	0.485770	0.475445	0.470124	0.465245	0.460786	264
495000	1.7622	0.2396	0.4733	0.2196	0.2401	0.2278	0.3619	0.9263	0.8512	0.9299	0.9218	0.9281	0.8829	0.464475	0.485880	0.475521	0.470132	0.465243	0.460802	282
496000	1.7623	0.2397	0.4735	0.2196	0.2401	0.2277	0.3615	0.9262	0.8512	0.9299	0.9218	0.9282	0.8830	0.464453	0.486025	0.475521	0.470178	0.465303	0.460845	275
497000	1.7623	0.2400	0.4737	0.2195	0.2401	0.2277	0.3613	0.9262	0.8511	0.9300	0.9218	0.9282	0.8831	0.464425	0.486172	0.475512	0.470221	0.465356	0.460885	335
498000	1.7623	0.2402	0.4740	0.2194	0.2401	0.2275	0.3612	0.9261	0.8510	0.9300	0.9219	0.9282	0.8832	0.464391	0.486315	0.475492	0.470253	0.465397	0.460924	353
499000	1.7624	0.2403	0.4744	0.2193	0.2400	0.2274	0.3609	0.9261	0.8509	0.9300	0.9219	0.9283	0.8833	0.464347	0.486451	0.475473	0.470282	0.465437	0.460957	334
500000	1.7623	0.2405	0.4747	0.2192	0.2400	0.2273	0.3606	0.9261	0.8508	0.9300	0.9219	0.9283	0.8834	0.464307	0.486590	0.475464	0.470306	0.465475	0.460993	339
501000	1.7622	0.2407	0.4751	0.2191	0.2399	0.2271	0.3603	0.9260	0.8507	0.9301	0.9219	0.9284	0.8835	0.464306	0.486676	0.475445	0.470286	0.465465	0.461017	326
502000	1.7620	0.2410	0.4753	0.2190	0.2397	0.2269	0.3600	0.9260	0.8507	0.9301	0.9220	0.9284	0.8837	0.464291	0.486754	0.475420	0.470252	0.465441	0.461044	333
503000	1.7618	0.2414	0.4754	0.2189	0.2396	0.2267	0.3598	0.9259	0.8507	0.9302	0.9220	0.9285	0.8838	0.464274	0.486837	0.475398	0.470213	0.465424	0.461072	319
504000	1.7616	0.2417	0.4756	0.2187	0.2395	0.2266	0.3596	0.9258	0.8506	0.9302	0.9220	0.9285	0.8839	0.464257	0.486926	0.475383	0.470177	0.465412	0.461105	305
505000	1.7615	0.2419	0.4758	0.2186	0.2394	0.2264	0.3594	0.9258	0.8506	0.9302	0.9220	0.9286	0.8840	0.464233	0.487003	0.475360	0.470139	0.465406	0.461118	302
506000	1.7614	0.2421	0.4760	0.2184	0.2394	0.2262	0.3593	0.9258	0.8506	0.9303	0.9221	0.9287	0.8841	0.464222	0.487156	0.475370	0.470144	0.465400	0.461150	371
507000	1.7613	0.2421	0.4763	0.2183	0.2394	0.2260	0.3592	0.9258	0.8505	0.9303	0.9221	0.9288	0.8841	0.464177	0.487289	0.475354	0.470129	0.465360	0.461165	319
508000	1.7611	0.2421	0.4765	0.2182	0.2393	0.2258	0.3591	0.9259	0.8505	0.9303	0.9221	0.9288	0.8842	0.464132	0.487419	0.475344	0.470115	0.465324	0.461182	358
509000	1.7609	0.2422	0.4766	0.2182	0.2392	0.2257	0.3590	0.9258	0.8505	0.9303	0.9221	0.9289	0.8843	0.464084	0.487549	0.475364	0.470120	0.465286	0.461198	305
510000	1.7608	0.2424	0.4767	0.2182	0.2392	0.2256	0.3588	0.9258	0.8505	0.9304	0.9221	0.9289	0.8843	0.464043	0.487690	0.475384	0.470127	0.465263	0.461223	318
511000	1.7607	0.2425	0.4768	0.2181	0.2392	0.2254	0.3587	0.9258	0.8505	0.9305	0.9221	0.9290	0.8844	0.463986	0.487787	0.475395	0.470158	0.465241	0.461345	399
512000	1.7605	0.2426	0.4770	0.2179	0.2391	0.2252	0.3586	0.9258	0.8504	0.9305	0.9222	0.9291	0.8844	0.463916	0.487871	0.475395	0.470171	0.465206	0.461459	354
513000	1.7603	0.2427	0.4771	0.2178	0.2390	0.2251	0.3586	0.9257	0.8504	0.9306	0.9222	0.9291	0.8845	0.463840	0.487956	0.475399	0.470188	0.465170	0.461567	369
514000	1.7602	0.2428	0.4773	0.2177	0.2390	0.2249	0.3585	0.9257	0.8504	0.9306	0.9222	0.9292	0.8845	0.463762	0.488038	0.475395	0.470190	0.465129	0.461675	339
515000	1.7601	0.2429	0.4775	0.2177	0.2389	0.2247	0.3584	0.9257	0.8503	0.9306	0.9222	0.9292	0.8846	0.463687	0.488119	0.475391	0.470193	0.465088	0.461786	354
516000	1.7601	0.2430	0.4778	0.2176	0.2388	0.2245	0.3584	0.9257	0.8502	0.9307	0.9223	0.9293	0.8846	0.463674	0.488235	0.475445	0.470223	0.465104	0.461854	401
517000	1.7602	0.2431	0.4781	0.2174	0.2387	0.2243	0.3585	0.9257	0.8502	0.9307	0.9223	0.9294	0.8845	0.463650	0.488353	0.475505	0.470251	0.465138	0.461917	419
518000	1.7602	0.2432	0.4783	0.2174	0.2386	0.2242	0.3585	0.9256	0.8501	0.9307	0.9223	0.9294	0.8845	0.463625	0.488470	0.475570	0.470276	0.465169	0.461989	382
519000	1.7601	0.2432	0.4786	0.2173	0.2384	0.2241	0.3585	0.9256	0.8501	0.9308	0.9224	0.9295	0.8845	0.463599	0.488586	0.475619	0.470298	0.465183	0.462059	397
520000	1.7601	0.2434	0.4788	0.2172	0.2383	0.2240	0.3585	0.9255	0.8500	0.9308	0.9224	0.9296	0.8845	0.463575	0.488712	0.475687	0.470328	0.465203	0.462128	359
521000	1.7601	0.2435	0.4790	0.2172	0.2381	0.2238	0.3585	0.9255	0.8500	0.9308	0.9225	0.9296	0.8845	0.463549	0.488792	0.475713	0.470325	0.465206	0.462154	404
522000	1.7602	0.2436	0.4793	0.2171	0.2380	0.2237	0.3584	0.9255	0.8499	0.9308	0.9225	0.9297	0.8845	0.463504	0.488866	0.475731	0.470305	0.465191	0.462180	453
523000	1.7601	0.2437	0.4797	0.2171	0.2378	0.2235	0.3584	0.9254	0.8498	0.9309	0.9226	0.9298	0.8845	0.463451	0.488928	0.475742	0.470281	0.465175	0.462198	421
524000	1.7600	0.2438	0.4800	0.2170	0.2375	0.2233	0.3585	0.9254	0.8497	0.9309	0.9227	0.9299	0.8845	0.463401	0.488997	0.475761	0.470259	0.465163	0.462217	441
525000	1.7600	0.2439	0.4803	0.2169	0.2373	0.2231	0.3584	0.9253	0.8497	0.9309	0.9227	0.9299	0.8846	0.463356	0.489070	0.475780	0.470241	0.465157	0.462249	406
526000	1.7601	0.2440	0.4806	0.2168	0.2372	0.2230	0.3584	0.9254	0.8496	0.9309	0.9228	0.9300	0.8846	0.463345	0.489207	0.475804	0.470258	0.465183	0.462305	435
527000	1.7601	0.2439	0.4810	0.2168	0.2370	0.2229	0.3585	0.9254	0.8495	0.9309	0.9228	0.9300	0.8846	0.463309	0.489318	0.475800	0.470256	0.465190	0.462341	414
528000	1.7601	0.2438	0.4813	0.2167	0.2369	0.2228	0.3585	0.9254	0.8494	0.9309	0.9229	0.9301	0.8845	0.463266	0.489426	0.475795	0.470247	0.465194	0.462376	433
